repo_url,filepath,commit_date,message
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2023-04-27T02:37:00Z,"Add support for HuggingFace Datasets (#677)

* Make the imitation.types.safe/load functions store/retrieve from HuggingFace Datasets.

* Add datasets dependency.

* Add our own transform to numpy arrays to work around https://github.com/huggingface/datasets/issues/5517

* Move serialization related code from imitation.data.types to imitation.data.serialize and encode infos using jsonpickle to support arbitrary infos structure.

* Move numpy conversion logic into huggingface_datasets_conversion.py

* Improve warnings and comments.

* Fix convert_trajs.py script and its tests.

* Add no cover pragma to convert_trajs main.

* Add no cover pragma to the case of loading an unknown trajectory format.

* Fix inconsistent imports.

* Rename huggingface_datasets_conversion.py to huggingface_utils.py and fix the documentation of imitation.types.serialize.save.

* Normalize imitation.data.serialize imports across the repo, move parse_path to the utils and load_rollouts_from_huggingface to data.serialize.

* Remove now unneeded pytype error suppression.

* Fix formatting in convert_trajs"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-12-28T19:42:21Z,"Add support to download rollouts from huggingface (#629)

* Add support to download rollouts from huggingface

* Add check for rollout_path

* Fix type error

* Add test cases

* Incorporate reviewer's suggestions

* Change pkl to npz

* Add input validation for rollout_type

* Fix error

* Update src/imitation/scripts/common/demonstrations.py

Co-authored-by: Adam Gleave <adam@gleave.me>

Co-authored-by: Adam Gleave <adam@gleave.me>"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-10-11T13:06:40Z,"Migrate to pathlib (#537)

* Initial mypy configuration

* Initial change to get the PR up

* Initial review at replacing os.path

* Bug fixes from tests

* Fix types: test_envs.py

* Fix types: conftest.py

* Fix types: tests/util

* Fix types: tests/scripts

* Fix types: tests/rewards

* Fix types: tests/policies

* Incorrect decorator in update_stats method form networks.py::BaseNorm

* Fix types: tests/algorithms (adersarial and bc)

* Fix types: tests/algorithms (dagger and pc)

* Fix types: tests/data

* Linting

* Linting

* Fix types: algorithms/preference_comparisons.py

* Fix types: algorithms/mce_irl.py

* Formatting, fixed minor bug

* Clarify why types are ignored

* Started fixing types on algorithms/density.py

* Linting

* Linting (add back type ignore after reformatting)

* Fixed types: imitation/data/types.py

* Fixed types (started): imitation/data/

* Fixed types: imitation/data/buffer.py

* Fixed bug in buffer.py

* Fixed types: imitation/data/rollout.py

* Fixed types: imitation/data/wrappers.py

* Improve makefile to support automatic cache cleaning

* Fixed types: imitation/testing/

* Linting, fixed wrong return type in rewards.predict_processed_all

* Fixed types: imitation/policies/

* Formatting

* Fixed types: imitation/rewards/

* Fixed types: imitation/rewards/

* Fixed types: imitation/scripts/

* Fixed types: imitation/util/ and formatting

* Linting and formatting

* Bug fixes for test errors

* Linting and typing

* Improve typing in algorithms

* Formatting

* Bug fix

* Formatting

* Fixes suggested by Adam.

* Fix mypy version.

* Fix bugs

* Remove unused imports

* Formatting

* Added parse_path func and refactored code to use it

* Fix typing, linting

* Update TabularPolicy.predict to match base class

* Fix not checking for dones

* Change for loop to dict comprehension

* Remove is_ensemble to clear up type checking errors

* Reduce code duplication and general cleanup

* Fix type annotation of step_dict

* Change List to Sequence

* Fix density.py::DensityAlgorithm._set_demo_from_batch

* Fixed n_steps (OnPolicyAlgorithm)

* Fix errors in tests

* Include some suggestions into rollout.py and preference_comparisons.py

* Formatting

* Fix setter error as per https://github.com/python/mypy/issues/5936

* add reason for assertion.

* Fix style guide violation: https://google.github.io/styleguide/pyguide.html#22-imports

* Update src/imitation/scripts/parallel.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Move kwargs to the end.

* Swap order of expert_policy_type and expert_policy_path validation check

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update tests/rewards/test_reward_fn.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Explicit random state setting and fix corresponding tests (except notebooks, sacred config, scripts)

* Fix notebooks; add script to clean notebooks

* Fix all tests.

* Formattting.

* Additional fixes

* Linting

* Remove automatically generated `_api` docs files too on `make clean`

* Fix docstrings.

* Fix issue with next(iter(iterable))

* Formatting

* Remove whitespace

* Add TODO message to remove type ignore later

* Remove unnecessary assertion.

* Fixed types in density.py set_demonstrations

* Added type ignore to pytype bug

* Fix_get_first_iter_element and add tests

* Bugfix in BC and tests -- masked as previously iterator ran out too early!

* Remove makefile for now

* Added link to SB3 issue for future reference.

* Fix types of train_imitation
Only return ""expert_stats"" if all trajectories have reward.

* Modify assert in test_bc to reflect correct type

* Add ci/clean_notebooks.py to CI checks

* Improve clean_notebooks.py by allowing checking only mode.

* Add ipynb notebook checks to CI

* Add support for explicit files for notebook cleaning

* Clean notebooks

* Small improvements in util.py

* Replace TransitionKind with TransitionsMinimal

* Delete unused statement in test

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Make type ignore specific to pytype

* Linting

* Migrate from RandomState (deprecated) to Generator

* Add backticks to error message

* Create ""AnyNorm"" alias

* Small fix

* Add additional checks to shapes in _set_demo_from_batch

* Fix RolloutStatsComputer type

* Improved logging/messages in clean_notebooks.py

* Fix issues resulting from merge

* Bug fix

* Bug fix (wasn't really fixed before)

* Fixed docs example of BC

* Fix bugs resulting from merge

* Fix docs (dagger.rst) caught by sphinx CI

* Add mypy to CI

* Continue fixing miscellaneous type errors

* Linting

* Fix issue with normalize_input_layer type

* Add support for checking presence of generic type ignores

* Allow subdirectories in notebook clean

* Add full typing support for TransitionsMinimal as a sequence

* Fix types for density.py

* Misc fixes

* Add support for prefix context manager in logger (from #529)

* Added back accidentally removed code

* Replaced preference comparisons prefix with ctx manager

* Fixed errors

* Bug fixes

* Docstring fixes

* Fix bug in serialize.py

* Fixed codecheck by pointing notebook checks to docs

* Add rng to mce_irl.rst (doctest)

* Add rng to density.rst (doctest)

* Fix remaining rst files

* Increase sample size to reduce flakiness

* Ignore files not passing mypy for now

* Comment in wrong line

* Comment in wrong line

* Move excluded files to argument

* Add quotes to mypy arg call

* Fix CI mypy call

* Fix CI yaml

* Break ignored files up into one line each

* Address PR comments

* Point SB3 to master to include bug fix

* Small bug fixes

* Small bug fixes

* Sort import

* Linting

* Do not follow imports for ignored files

* Fix tests for context managers

* Format / fix tests for context manager

* Switch to sb3 1.6.1

* Formatting

* Upgrade Python version in Windows CI

* Remove unused import

* Remove unused fixture

* Add coveragerc file

* Add utils test

* Add tests and asserts

* Add test to synthetic gatherer

* Add trajectory unwrap tests

* Formatting

* Remove bracket typo

* Fix .coveragerc instruction

* Improve density algo coverage and bug fixes

* Fix bug in test

* Add pragma no cover updates

* Minor coverage tweaks

* Fix iterator test

* Add test for parse_path

* Updates on sacred util

* Mark type ignore rule

* Mark type ignore rule

* Miscellaneous bug fixes and improvements

* Reformat hanging line

* Ignore parse path checks for windows

* Add trailing comma

* Minor changes

* No newline end of file

* Update src/imitation/data/types.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update src/imitation/data/types.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Include suggestions from Adam

Co-authored-by: Adam Gleave <adam@gleave.me>"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-10-10T19:36:43Z,"Fix policy format error (#577)

* Revert ""Add support for prefix context manager in logger (from #529) (#570)""

This reverts commit a7389559fc48370d6361a6b42bb4b050aff2f11a.

* Revert ""Revert ""Add support for prefix context manager in logger (from #529) (#570)""""

This reverts commit 849f7e7a9630c07fe7e99c2e308ab43eb881c7ea.

* Fix format of error string

* Put the f in the right place"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-10-08T17:30:53Z,"Improve typing: better type hints, increased type safety, mypy support (#534)

* Initial mypy configuration

* Fix types: test_envs.py

* Fix types: conftest.py

* Fix types: tests/util

* Fix types: tests/scripts

* Fix types: tests/rewards

* Fix types: tests/policies

* Incorrect decorator in update_stats method form networks.py::BaseNorm

* Fix types: tests/algorithms (adersarial and bc)

* Fix types: tests/algorithms (dagger and pc)

* Fix types: tests/data

* Linting

* Linting

* Fix types: algorithms/preference_comparisons.py

* Fix types: algorithms/mce_irl.py

* Formatting, fixed minor bug

* Clarify why types are ignored

* Started fixing types on algorithms/density.py

* Linting

* Linting (add back type ignore after reformatting)

* Fixed types: imitation/data/types.py

* Fixed types (started): imitation/data/

* Fixed types: imitation/data/buffer.py

* Fixed bug in buffer.py

* Fixed types: imitation/data/rollout.py

* Fixed types: imitation/data/wrappers.py

* Improve makefile to support automatic cache cleaning

* Fixed types: imitation/testing/

* Linting, fixed wrong return type in rewards.predict_processed_all

* Fixed types: imitation/policies/

* Formatting

* Fixed types: imitation/rewards/

* Fixed types: imitation/rewards/

* Fixed types: imitation/scripts/

* Fixed types: imitation/util/ and formatting

* Linting and formatting

* Bug fixes for test errors

* Linting and typing

* Improve typing in algorithms

* Formatting

* Bug fix

* Formatting

* Fixes suggested by Adam.

* Fix mypy version.

* Update TabularPolicy.predict to match base class

* Fix not checking for dones

* Change for loop to dict comprehension

* Remove is_ensemble to clear up type checking errors

* Reduce code duplication and general cleanup

* Fix type annotation of step_dict

* Change List to Sequence

* Fix density.py::DensityAlgorithm._set_demo_from_batch

* Fixed n_steps (OnPolicyAlgorithm)

* Fix errors in tests

* Include some suggestions into rollout.py and preference_comparisons.py

* Formatting

* Fix setter error as per https://github.com/python/mypy/issues/5936

* add reason for assertion.

* Fix style guide violation: https://google.github.io/styleguide/pyguide.html#22-imports

* Update src/imitation/scripts/parallel.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Move kwargs to the end.

* Swap order of expert_policy_type and expert_policy_path validation check

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update tests/rewards/test_reward_fn.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Explicit random state setting and fix corresponding tests (except notebooks, sacred config, scripts)

* Fix notebooks; add script to clean notebooks

* Fix all tests.

* Formattting.

* Additional fixes

* Linting

* Remove automatically generated `_api` docs files too on `make clean`

* Fix docstrings.

* Fix issue with next(iter(iterable))

* Formatting

* Remove whitespace

* Add TODO message to remove type ignore later

* Remove unnecessary assertion.

* Fixed types in density.py set_demonstrations

* Added type ignore to pytype bug

* Fix_get_first_iter_element and add tests

* Bugfix in BC and tests -- masked as previously iterator ran out too early!

* Remove makefile for now

* Added link to SB3 issue for future reference.

* Fix types of train_imitation
Only return ""expert_stats"" if all trajectories have reward.

* Modify assert in test_bc to reflect correct type

* Add ci/clean_notebooks.py to CI checks

* Improve clean_notebooks.py by allowing checking only mode.

* Add ipynb notebook checks to CI

* Add support for explicit files for notebook cleaning

* Clean notebooks

* Small improvements in util.py

* Replace TransitionKind with TransitionsMinimal

* Delete unused statement in test

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Make type ignore specific to pytype

* Linting

* Migrate from RandomState (deprecated) to Generator

* Add backticks to error message

* Create ""AnyNorm"" alias

* Small fix

* Add additional checks to shapes in _set_demo_from_batch

* Fix RolloutStatsComputer type

* Improved logging/messages in clean_notebooks.py

* Fix issues resulting from merge

* Bug fix

* Bug fix (wasn't really fixed before)

* Fixed docs example of BC

* Fix bugs resulting from merge

* Fix docs (dagger.rst) caught by sphinx CI

* Add mypy to CI

* Continue fixing miscellaneous type errors

* Linting

* Fix issue with normalize_input_layer type

* Add support for checking presence of generic type ignores

* Allow subdirectories in notebook clean

* Add full typing support for TransitionsMinimal as a sequence

* Fix types for density.py

* Misc fixes

* Add support for prefix context manager in logger (from #529)

* Added back accidentally removed code

* Replaced preference comparisons prefix with ctx manager

* Fixed errors

* Bug fixes

* Docstring fixes

* Fix bug in serialize.py

* Fixed codecheck by pointing notebook checks to docs

* Add rng to mce_irl.rst (doctest)

* Add rng to density.rst (doctest)

* Fix remaining rst files

* Increase sample size to reduce flakiness

* Ignore files not passing mypy for now

* Comment in wrong line

* Comment in wrong line

* Move excluded files to argument

* Add quotes to mypy arg call

* Fix CI mypy call

* Fix CI yaml

* Break ignored files up into one line each

* Address PR comments

* Point SB3 to master to include bug fix

* Do not follow imports for ignored files

* Format / fix tests for context manager

* Switch to sb3 1.6.1

* Formatting

* Remove unused import

* Remove unused fixture

* Add coveragerc file

* Add utils test

* Add tests and asserts

* Add test to synthetic gatherer

* Add trajectory unwrap tests

* Formatting

* Remove bracket typo

* Fix .coveragerc instruction

* Improve density algo coverage and bug fixes

* Fix bug in test

* Add pragma no cover updates

* Minor coverage tweaks

* Fix iterator test

* Update ci/check_typeignore.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* DRY clean_notebooks.py

* Minor tweak in check_typeignore.py

* Added all checks to CI

* Move imports to top-level

* Move main to main() function in script

* Minor fixes

* Remove tweak after new SB3 release

* Split main() into helper functions.

* Fix edge case of n=0 in seed generator

* Update src/imitation/scripts/common/rl.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Fix general type ignore in src

* Fix type ignore errors

* Formatting

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update src/imitation/scripts/common/rl.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Update src/imitation/util/util.py

Co-authored-by: Adam Gleave <adam@gleave.me>

* Replace todo with todo+issue link

* Add explicit type ignore arg

* Add excluded files to code_checks.sh

* Unbreak line

* Misc fixes

* Add training to the density algorithm

* Fix no attribute error

* Type ignore to `with raises` test

* Remove unused import

* Check typeignore for all SRC files

* Clean notebooks

* Remove unused import

* Ignore the file itself from typeignore check

* Add exception to docstring

* Fix bad naming for clean_notebooks

Co-authored-by: Adam Gleave <adam@gleave.me>"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-09-29T19:37:48Z,"Add experts documentation (#568)

* Add documentation on how to load experts

* Improve documentation of sacred config (expert and demonstrations).

* Add config hook to expert ingredient to make the loader_kwargs explorable.

* Add more context, detail and examples to loading-experts.rst

* Add documentation on how to add a custom policy type.

Co-authored-by: Adam Gleave <adam@gleave.me>"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-09-12T23:04:06Z,"Load expert models for testing from huggingface hub  (#445)

* Remove expert models.

This shall break a lot and uncover where we still rely on the committed experts.

* Load expert models for testing from huggingface hub instead of training them.

* Generate expert trajectories from huggingface expert in the train density example.

* Switch to seals variants of environments in experiments, scripts and tests.

* Introduce expert ingredient to sacred scripts and adapt demonstrations ingredient such that it generates demonstrations on-demand.

* Remove data directory specification from experiment scripts.

* Remove policy path from eval_policy.py

* Remove explicit setting of data_dir in parallel.py

* Switch to seals variants of environments in the experiment configurations.

* Remove unused code in test_experiments.py

* Remove failing check for results in imit_benchmark.sh

* Fix path to cartpole expert fixture.

* Switch to the official HumanCompatibleAI hugginface orga.

* Move hugginface_sb3 from test requirements to install requirements.

* Using naming scheme helpers when constructing model repo id and model name in the experts ingredient.

* Fix bug in model name construction.

* Fix formatting issues.

* Fix documentation issues.

* Fix formatting.

* Fix formatting.

* Fix formatting.

* Restrict sphinx version to below 5.

* Re-enable test_train_adversarial_algorithm_value_error and remove section that tests with very large number of expert trajectories.

* Fix flake8 issues.

* Add more variants of BC main test for coverage.

* Don't allow n_expert_demos to be None if no rollout_path is defined.

* Ensure that training with no demonstrations raises ValueError

* Remove unused variable.

* Use CARTPOLE_TEST_POLICY_PATH variable.

* Add raises clause to generate_expert_trajs.

* Fix typo in huggingface orga.

* Parameterize the expert configuration in test_train_bc_main

* Re-enable dagger warm-start test.

* Re-enable dtest_preference_comparisons_transfer_learning test.

* Fix import style guide violations.

* Remove unneeded seals import.

* Make `load_stable_baselines_model` take a filename instead of a folder name.

* Add separate named config for seals half cheetah.

* Fix formatting

* Add back printing of results to imit_benchmark.sh

* Fix imports in demonstrations.py

* Add back demonstrations to some of the script tests.

* Add loading from huggingface to serialize.py, make the policy loading callback more generic and simplify the expert ingredient.

* Fix formatting.

* Assume ""model.zip"" filename when path to load stable baselines model from is a directory.

* Be less strict about the file not found error message when testing loading a sb3 model from a non-existing directory.

* Fix typing issue in registry.py

* Add mujoco to test dependencies.

* Fix formatting.

* Make clear why we need to pass the env name to the huggingface loader.

* Create the venv before entering the try-finally block to avoid catching errors during the creation of the environment.

* Improve documentation on expert loading and policy loading in general.

* Do not run MuJoCo with --fast flag

* Fix typo.

Co-authored-by: Adam Gleave <adam@gleave.me>

* Fix typo.

Co-authored-by: Adam Gleave <adam@gleave.me>

* Remove now unused loader kwargs.

* Fix documentation placement.

* Make the optional parameters to `make_sample_until` actually optional.

* Remove now unneeded magic number.

* Improve docstrings in serialize.py

* Introduce shared configuration for half_cheetah and seals_half_cheetah.

* Replace confusing and useless error checking code by more sensible one.

* Improve docstring of `load_stable_baselines_model()`.

* Switch to `common.make_venv()` for the env to generate expert trajectories in.

* Formatting fixes.

* Fix tests for `load_policy()` exceptions.

* Add missing RolloutInfoWrapper to the rollout env.

* Increase number of expert demos for the fast configuration to ensure there are enough transitions to fill a batch of size 32.

* Fill bug in BatchIteratorWithEpochEndCallback and simplify the detection of an empty dataloader.

* Update src/imitation/algorithms/bc.py

* Update src/imitation/policies/serialize.py

Co-authored-by: Adam Gleave <adam@gleave.me>"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-06-15T02:58:44Z,"Add Soft Actor Critic to imitation experiments (#444)

* Include sac training configs into common.rl, common.train, scripts.train_rl

* upgrade halfcheetah from v2 to v3

* sac rl configs

* slight workaround on repository mount

* Refactor PPO and SAC hyperparameters and policy kwargs

* set inner batch_size to None for sac

* change mount path

* Avoid inner-level batch_size

* minor fixes

* code format fix

* build test cases for sac

* type fix

* remove unused environment

* add coverage for train_preference_comparisons

* code format

* revise SAC support

* expand test cases of SAC to airl

* incorporate SACPolicy for AIRL

* remove IMIT_MJKEY_MNT

* fix reference before definition of variables

* code format for testint serialize

* add coverage for config.train_preference_comparisons

* add coverage for dagger exception

* simplify code and address comments

* small fixes

* removing log_prob cutoff and implement squashing functions

* remove redundant ppo named_configs

* add coverage for train.normalize_running and reward.normalize_input_running

* address comments

Co-authored-by: kmdanielduan <35738259+kmdanielduan@users.noreply.github.com>"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-02-28T19:23:17Z,"Bits and pieces (#409)

* Fix type annotation in BC.

* Fix typo in comment in train_adversarial.

* Add note, that the train_cartpole_expert only works with CartPole-v1.

* Rename get_trajectory_collector of DAgger to create_trajectory_collector since this is clearly not a getter.

* Download the free and public mujoco key instead our own key.

* Bake public mujoco key into docker image.

* Use default patchelf instead of custom from amazonaws.

* Explicitely link the documentaiton in the readme so it can be found with str+f ""docoumentation"".

* Fix formatting of docstring.

* Remove outdated comment about mujoco key from Dockerfile.

* Remove unneeded mujoco check from install dependencies step.

* Remove unneeded mujoco context from workflow.

* Fix typos.

* Ensure instance attributes are defined in __init__.

* Use dictionary literals where appropriate.

* Fix some type issues.

* Fix some PEP8 whitespace issues.

* Add missing scipy and pandas dependencies.

* Rename build_venv.sh to build_and_activate_venv.sh

* Switched to ActorCriticPolicy in BC.

* initialize the _demo_data_loader attribute before calling the super constructor in BC.

* Bumping pytest cache version.

* More formatting fixes.

* Fix docstring of train_cartpole_expert.

* Add freshly trained cartpole expert and expert rollouts.

* Fix bug in expert training.

* Bump pytest cache version to retrain experts.

* Pin gym to 0.21 and bump pytest cache to retrain experts.

* Add comment explaining why gym is fixed.

* Fix type annotations.

* Remove unused import"
github.com/HumanCompatibleAI/imitation,src/imitation/policies/serialize.py,2022-01-29T22:17:56Z,"Normalize observations with model architecture rather than `VecNormalize` (#393)

* Prototype for BatchNorm support for policies

* Add option for normalizing observations of policies via feature extractor

* Add normalization support for reward models

* Unpeg SB3 now bug is fixed

* Move RunningNorm tests to networks now it ahs been factored out

* eval() as context manager in predict

* Remove observation normalization logic from train_rl and serialize; also some other backward compatibility code in serialize

* Fix silly type errors

* Fix unit tests

* Fix more unit tests

* Update Pendulum-v0 to Pendulum-v1 in configs

* Switch seals to PyPi release

* train_rl: default to normalized observations

* Improve Pendulum hyperparameters

* Update testdata with new model format plus Pendulum hyperparameters

* Fix flaky dagger test

* Remove VecNormalize from GAIL/AIRL

* Remove VecNormalize from DRLHP

* Fix unit test and lint

* Add check for old vec_normalize files

* Enable normalization of reward inputs by default

* Add script test for disabling observation normalization

* Test bugfix: check imitation algorithm class not RL algorithm

* Improve test coverage

* Self review

* Use context manager to toggle training mode

* Fix type

* Remove default reward network logic

* Address Erik & Sam review

* Revert one change that broke tests

* Fix one script test case"
