repo_url,filepath,commit_date,message
github.com/google-research/google-research,agile_modeling/load_clip.py,2024-01-23T00:22:24Z,"Open-sourcing the code for ""CLIP as RNN: Segment Countless Visual Concepts without Training Endeavor"".
https://arxiv.org/abs/2312.07661

PiperOrigin-RevId: 600601383"
github.com/google-research/google-research,agile_modeling/load_clip.py,2023-09-15T18:25:10Z,"Steps 1-3 (up to initial model training) ported to external colab.

PiperOrigin-RevId: 565729930"
github.com/langchain-ai/langchain,libs/experimental/langchain_experimental/open_clip/open_clip.py,2024-02-24T02:24:16Z,"experimental: docstrings update (#18048)

Added missed docstrings. Formatted docsctrings to the consistent format."
github.com/langchain-ai/langchain,libs/experimental/langchain_experimental/open_clip/open_clip.py,2024-01-02T20:09:45Z,"langchain[patch], experimental[patch]: replace langchain.schema imports (#15410)

Import from core instead.

Ran:
```bash
git grep -l 'from langchain.schema\.output_parser' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.output_parser/from\ langchain_core.output_parsers/g""
git grep -l 'from langchain.schema\.messages' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.messages/from\ langchain_core.messages/g""
git grep -l 'from langchain.schema\.document' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.document/from\ langchain_core.documents/g""
git grep -l 'from langchain.schema\.runnable' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.runnable/from\ langchain_core.runnables/g""
git grep -l 'from langchain.schema\.vectorstore' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.vectorstore/from\ langchain_core.vectorstores/g""
git grep -l 'from langchain.schema\.language_model' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.language_model/from\ langchain_core.language_models/g""
git grep -l 'from langchain.schema\.embeddings' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.embeddings/from\ langchain_core.embeddings/g""
git grep -l 'from langchain.schema\.storage' | xargs -L 1 sed -i '' ""s/from\ langchain\.schema\.storage/from\ langchain_core.stores/g""
git checkout master libs/langchain/tests/unit_tests/schema/
make format
cd libs/experimental
make format
cd ../langchain
make format
```"
github.com/langchain-ai/langchain,libs/experimental/langchain_experimental/open_clip/open_clip.py,2023-12-05T21:36:38Z,"Multi-modal RAG template (#14186)

* OpenCLIP embeddings
* GPT-4V

---------

Co-authored-by: Erick Friis <erick@langchain.dev>"
github.com/langchain-ai/langchain,libs/experimental/langchain_experimental/open_clip/open_clip.py,2023-12-01T23:13:20Z,"Update Open CLIP embd (#14155)

Prior default model required a large amt of RAM and often crashed
Jupyter ntbk kernel."
github.com/langchain-ai/langchain,libs/experimental/langchain_experimental/open_clip/open_clip.py,2023-11-10T17:43:10Z,"Add Chroma multimodal cookbook (#12952)

Pending:
* https://github.com/chroma-core/chroma/pull/1294
* https://github.com/chroma-core/chroma/pull/1293

---------

Co-authored-by: Erick Friis <erick@langchain.dev>
Co-authored-by: Bagatur <baskaryan@gmail.com>"
github.com/chroma-core/chroma,chromadb/utils/embedding_functions.py,2024-02-21T21:37:25Z,"[ENH] Remove ONNX Logspam (#1747)

## Description of changes

After 1.17, ONNXRuntime produces scary warnings on mac platforms,
because it tries to put our default embedding function into the CoreML
execution environment, where it doesn't fit.

This PR suppresses warnings from ONNX within the default embedding
function so that users don't see scary warnings.

## Test plan

Locally tested via the `start_here` notebook.

## Documentation Changes
N/A"
github.com/chroma-core/chroma,chromadb/utils/embedding_functions.py,2024-01-17T17:13:57Z,"[WIP] [ENH] add exponential backoff and jitter to embedding calls (#1526)

This is a WIP, closes https://github.com/chroma-core/chroma/issues/1524

*Summarize the changes made by this PR.*
 - Improvements & Bug fixes
	 - Use `tenacity` to add exponential backoff and jitter
 - New functionality
- control the parameters of the exponential backoff and jitter and allow
the user to use their own wait functions from `tenacity`'s API

## Test plan
*How are these changes tested?*

- [x] Tests pass locally with `pytest` for python, `yarn test` for js

## Documentation Changes
None"
github.com/chroma-core/chroma,chromadb/utils/embedding_functions.py,2024-01-11T21:13:27Z,"[BUG]Type errors in embading function #1169 (#1517)

## Description of changes

- Added correct type annotations for these methods #1169 

## Test plan
*How are these changes tested?*

- [ ] Tests pass locally with `pytest` for python, `yarn test` for js

## Documentation Changes
*Are all docstrings for user-facing APIs updated if required? Do we need
to make documentation changes in the [docs
repository](https://github.com/chroma-core/docs)?*

---------

Co-authored-by: Ran <rccalman@gmail.com>
Co-authored-by: Ben Eggers <64657842+beggers@users.noreply.github.com>"
